accession	nid	size	phylum	genus	species	strain	trophic	pathogenic
AB015402	g3551471	358	Cyanobacteria	Microcystis	viridis	TAC92	a	u
AB015403	g3551472	358	Cyanobacteria	Microcystis	viridis	TAC93	a	u
AF271640	AF271640.1 GI:15080	807	Proteobacteria	Bradyrhizobium	sp	TAL 1000	h	n
AB019553	g3869180	355	Crenarchaeota	Aeropyrum	pernix	TB1	h	u
AB019554	g3869181	355	Crenarchaeota	Aeropyrum	pernix	TB7	h	u
AB015372	g3551441	358	Cyanobacteria	Microcystis	ichthyoblabe	TC2	a	u
AJ315570	AJ315570.1 GI:14422	275	Actinobacteria	Mycobacterium	africanum	TC3	h	p
AB015385	g3551454	364	Cyanobacteria	Microcystis	aeruginosa	TC6	a	u
AJ315571	AJ315571.1 GI:14422	275	Actinobacteria	Mycobacterium	africanum	TC8	h	p
AB015386	g3551455	357	Cyanobacteria	Microcystis	aeruginosa	TC8	a	u
AB015373	g3551442	358	Cyanobacteria	Microcystis	ichthyoblabe	TC9	a	u
AF500010	AF500010.1 GI:20303	185	Firmicutes	Planococcus	citreus	TF-16	h	u
AJ299218	AJ299218.1 GI:12666	259	Euryarchaeota	Archaeoglobus	lithotrophicus	TF2	h	u
AF500009	AF500009.1 GI:20303	188	Firmicutes	Planococcus	maritimus	TF-9	h	u
M20148	g153419	278	Actinobacteria	Streptomyces	lividans	TK21	h	u
AB015380	g3551449	363	Cyanobacteria	Microcystis	novacekii	TL2	a	u
AJ314861	AJ314861.1 GI:14456	275	Actinobacteria	Mycobacterium	szulgai	TMC1328	h	p
AJ314883	AJ314883.1 GI:14456	363	Actinobacteria	Mycobacterium	triviale	TMC1453	h	p
AJ314867	AJ314867.1 GI:14456	285	Actinobacteria	Mycobacterium	gastri	TMC1456	h	p
AJ314866	AJ314866.1 GI:14456	235	Actinobacteria	Mycobacterium	xenopi	TMC1470	h	p
AF071855	AF071855.1 GI:33193	318	Firmicutes	Bacillus	sporothermodurans	TP1248	h	u
AF071851	g3319303	189	Firmicutes	Bacillus	sporothermodurans	TP1248	h	u
AF071853	g3319305	353	Firmicutes	Bacillus	sporothermodurans	TP1248	h	u
AF071854	g3319306	303	Firmicutes	Bacillus	sporothermodurans	TP1248	h	u
AF073218	g4587908	509	Proteobacteria	Xylella	fastidiosa	TR1	h	p
AF073235	g4587925	509	Proteobacteria	Xylella	fastidiosa	Traver	h	p
AF073242	g4587932	509	Proteobacteria	Xylella	fastidiosa	Tulare	h	p
U76711	g1943926	223	Chlamydiae	Chlamydia	pneumoniae	TW-183	h	p
AF073231	g4587921	509	Proteobacteria	Xylella	fastidiosa	UCLA	h	p
AJ314886	AJ314886.1 GI:14456	275	Actinobacteria	Mycobacterium	kansasii	umeda	h	p
AF367166	AF367166.1 GI:14044	351	Cyanobacteria	Nodularia	sphaerocarpa	UP16a	a	u
AF367167	AF367167.1 GI:14044	351	Cyanobacteria	Nodularia	sphaerocarpa	UP16f	a	u
AF312496	AF312496.1 GI:15277	1264	Proteobacteria	Bartonella	henselae	URBHLIE9	h	p
AF312495	AF312495.1 GI:15277	1274	Proteobacteria	Bartonella	henselae	URBHLLY 8	h	p
AF368395	AF368395.1 GI:15290	1186	Proteobacteria	Bartonella	quintana	URBQGBAA 3	h	u
AF368397	AF368397.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMIE 48	h	u
AF368393	AF368393.1 GI:15290	1186	Proteobacteria	Bartonella	quintana	URBQMLY 4	h	u
AF368408	AF368408.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 100	h	u
AF368404	AF368404.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 101	h	u
AF368410	AF368410.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 102	h	u
AF368411	AF368411.1 GI:15192	262	Proteobacteria	Bartonella	quintana	URBQMTF 103	h	u
AF368412	AF368412.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 104	h	u
AF368409	AF368409.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 105	h	u
AF368405	AF368405.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 107	h	u
AF368413	AF368413.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 108	h	u
AF368414	AF368414.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 109	h	u
AF368415	AF368415.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 110	h	u
AF368416	AF368416.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 111	h	u
AF368417	AF368417.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 112	h	u
AF368398	AF368398.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 20	h	u
AF368399	AF368399.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 44	h	u
AF368400	AF368400.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 47	h	u
AF368401	AF368401.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 85	h	u
AF369482	AF369482.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 95	h	u
AF368406	AF368406.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 96	h	u
AF368402	AF368402.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 97	h	u
AF368403	AF368403.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 98	h	u
AF368407	AF368407.1 GI:15192	260	Proteobacteria	Bartonella	quintana	URBQMTF 99	h	u
AF368394	AF368394.1 GI:15290	1187	Proteobacteria	Bartonella	quintana	URBQPIEH 2	h	u
AF368396	AF368396.1 GI:15290	1186	Proteobacteria	Bartonella	quintana	URBQTBAAH 1	h	u
AF293373	AF293373.1 GI:11321	786	Proteobacteria	Bradyrhizobium	elkanii	USDA 101	h	n
AF271639	AF271639.1 GI:15080	809	Proteobacteria	Bradyrhizobium	japonicum	USDA 123	h	n
AF321873	AF321873.1 GI:18001	1172	Proteobacteria	Rhizobium	mongolense	USDA 1844	h	n
AF284451	AF284451.1 GI:14582	1142	Proteobacteria	Sinorhizobium	fredii	USDA 205	h	u
AF293376	AF293376.1 GI:11321	786	Proteobacteria	Bradyrhizobium	elkanii	USDA 23	h	n
AF321871	AF321871.1 GI:18001	1118	Proteobacteria	Rhizobium	giardinii	USDA 2914	h	n
AF338175	AF338175.1 GI:13447	818	Proteobacteria	Bradyrhizobium	sp	USDA 3177	h	n
AF293377	AF293377.1 GI:11321	792	Proteobacteria	Bradyrhizobium	japonicum	USDA 32	h	n
AF338169	AF338169.1 GI:13447	1048	Proteobacteria	Bradyrhizobium	sp	USDA 4362	h	n
AF338164	AF338164.1 GI:13447	1046	Proteobacteria	Bradyrhizobium	sp	USDA 4363	h	n
AF338165	AF338165.1 GI:13447	1043	Proteobacteria	Bradyrhizobium	sp	USDA 4366	h	n
AF338171	AF338171.1 GI:13447	984	Proteobacteria	Bradyrhizobium	sp	USDA 4371	h	n
AF338174	AF338174.1 GI:13447	896	Proteobacteria	Bradyrhizobium	sp	USDA 4379	h	n
AF338163	AF338163.1 GI:13447	1044	Proteobacteria	Bradyrhizobium	sp	USDA 4393	h	n
AF338172	AF338172.1 GI:13447	991	Proteobacteria	Bradyrhizobium	sp	USDA 4399	h	n
AF338173	AF338173.1 GI:13447	1065	Proteobacteria	Bradyrhizobium	sp	USDA 4406	h	n
AF338160	AF338160.1 GI:13447	1139	Proteobacteria	Bradyrhizobium	sp	USDA 4409	h	n
AF338166	AF338166.1 GI:13447	1028	Proteobacteria	Bradyrhizobium	sp	USDA 4410	h	n
AF338159	AF338159.1 GI:13447	944	Proteobacteria	Bradyrhizobium	sp	USDA 4415	h	n
AF338167	AF338167.1 GI:13447	981	Proteobacteria	Bradyrhizobium	sp	USDA 4421	h	n
AF338168	AF338168.1 GI:13447	929	Proteobacteria	Bradyrhizobium	sp	USDA 4424	h	n
AF338170	AF338170.1 GI:13447	981	Proteobacteria	Bradyrhizobium	sp	USDA 4430	h	n
AF338161	AF338161.1 GI:13447	896	Proteobacteria	Bradyrhizobium	sp	USDA 4435	h	n
AF338162	AF338162.1 GI:13447	1009	Proteobacteria	Bradyrhizobium	sp	USDA 4440	h	n
AF293378	AF293378.1 GI:11321	792	Proteobacteria	Bradyrhizobium	japonicum	USDA 59	h	n
AF271642	AF271642.1 GI:15080	895	Proteobacteria	Bradyrhizobium	japonicum	USDA 62	h	n
AF293379	AF293379.1 GI:11321	809	Proteobacteria	Bradyrhizobium	elkanii	USDA 86	h	n
AF293380	AF293380.1 GI:11321	797	Proteobacteria	Bradyrhizobium	elkanii	USDA 90	h	n
AF293381	AF293381.1 GI:11321	808	Proteobacteria	Bradyrhizobium	japonicum	USDA 91	h	n
AF293382	AF293382.1 GI:11321	808	Proteobacteria	Bradyrhizobium	japonicum	USDA 92	h	n
AF293374	AF293374.1 GI:11321	786	Proteobacteria	Bradyrhizobium	elkanii	USDA 121	h	n
AF324182	AF324182.1 GI:15077	811	Proteobacteria	Bradyrhizobium	elkanii	USDA 46	h	n
M19340	g142191	235	Euryarchaeota	Archaeoglobus	fulgidus	V16	h	u
AJ269785	AJ269785.1 GI:66869	0	Proteobacteria	Bartonella	grahamii	V2	h	p
AJ420055	AJ420055.1 GI:18496	373	Firmicutes	Bacillus	cereus	V65SP	h	n
AF336377	AF336377.1 GI:13123	293	Actinobacteria	Tropheryma	whippelii	VA10983_00	h	p
Y15866	g3077643	271	Firmicutes	Phytoplasma	sp	ViLL	h	p
AF073233	g4587923	509	Proteobacteria	Xylella	fastidiosa	VinoF	h	p
L37575	g845218	144	Firmicutes	Bacillus	anthracis	Vollum	h	p
AB050659	AB050659.1 GI:13928	167	Firmicutes	Bacillus	subtilis	W23	h	n
L31412	g466513	278	Firmicutes	Streptococcus	agalactiae	W34	h	p
AF118633	g4249738	733	Bacteroidetes/Chlorobi	Porphyromonas	gingivalis	W50	h	u
AF093468	AF093468.1 GI:44571	534	Actinobacteria	Renibacterium	salmoninarum	W6	h	n
Y15870	g2707936	279	Firmicutes	Phytoplasma	sp	WaLL	h	p
AJ420062	AJ420062.1 GI:18496	371	Firmicutes	Bacillus	weihenstephanensis	WBC10202	h	u
AJ420061	AJ420061.1 GI:18496	370	Firmicutes	Bacillus	weihenstephanensis	WBC10204T	h	u
AJ420063	AJ420063.1 GI:18496	370	Firmicutes	Bacillus	weihenstephanensis	WBC10208	h	u
AJ269792	AJ269792.1 GI:66894	569	Proteobacteria	Bartonella	uncultured	wbs11	h	u
AJ269793	AJ269793.1 GI:66894	511	Proteobacteria	Bartonella	uncultured	wbs13	h	u
AJ269794	AJ269794.1 GI:66894	709	Proteobacteria	Bartonella	uncultured	wbs61	h	u
AJ269796	AJ269796.1 GI:66894	781	Proteobacteria	Bartonella	uncultured	wbs68	h	u
AJ269798	AJ269798.1 GI:66894	652	Proteobacteria	Bartonella	uncultured	wbs83	h	u
AJ269797	AJ269797.1 GI:66894	511	Proteobacteria	Bartonella	uncultured	wbs89	h	u
AJ269795	AJ269795.1 GI:66894	511	Proteobacteria	Bartonella	uncultured	wbs99	h	u
U68456	g1943896	224	Chlamydiae	Chlamydia	psittaci	WC	h	p
AF033082	AF033082.1 GI:26890	407	Proteobacteria	Actinobacillus	pleuropneumoniae	WF83	h	p
AF033065	AF033065.1 GI:26889	513	Proteobacteria	Actinobacillus	pleuropneumoniae	WF83	h	p
AF397729	AF397729.1 GI:18463	1352	Cyanobacteria	Synechococcus	sp	WH 5701	a	n
AF397706	AF397706.1 GI:18463	773	Cyanobacteria	Synechococcus	sp	WH 6501	a	n
AF397727	AF397727.1 GI:18463	780	Cyanobacteria	Synechococcus	sp	WH 7803	a	n
AF397721	AF397721.1 GI:18463	758	Cyanobacteria	Synechococcus	sp	WH 7805	a	n
AF397707	AF397707.1 GI:18463	774	Cyanobacteria	Synechococcus	sp	WH 8002	a	n
AF397708	AF397708.1 GI:18463	774	Cyanobacteria	Synechococcus	sp	WH 8005	a	n
AF397722	AF397722.1 GI:18463	758	Cyanobacteria	Synechococcus	sp	WH 8008	a	n
AF397709	AF397709.1 GI:18463	774	Cyanobacteria	Synechococcus	sp	WH 8012	a	n
AF397717	AF397717.1 GI:18463	783	Cyanobacteria	Synechococcus	sp	WH 8015	a	n
AF397718	AF397718.1 GI:18463	783	Cyanobacteria	Synechococcus	sp	WH 8016	a	n
AF397723	AF397723.1 GI:18463	746	Cyanobacteria	Synechococcus	sp	WH 8017	a	n
AF397724	AF397724.1 GI:18463	657	Cyanobacteria	Synechococcus	sp	WH 8018	a	n
AF397719	AF397719.1 GI:18463	753	Cyanobacteria	Synechococcus	sp	WH 8020	a	n
AF397728	AF397728.1 GI:18463	786	Cyanobacteria	Synechococcus	sp	WH 8101	a	n
AF397712	AF397712.1 GI:18463	805	Cyanobacteria	Synechococcus	sp	WH 8102	a	n
AF397713	AF397713.1 GI:18463	809	Cyanobacteria	Synechococcus	sp	WH 8103	a	n
AF397710	AF397710.1 GI:18463	774	Cyanobacteria	Synechococcus	sp	WH 8109	a	n
AF397714	AF397714.1 GI:18463	806	Cyanobacteria	Synechococcus	sp	WH 8112	a	n
AF397715	AF397715.1 GI:18463	804	Cyanobacteria	Synechococcus	sp	WH 8113	a	n
AF397716	AF397716.1 GI:18463	804	Cyanobacteria	Synechococcus	sp	WH 8406	a	n
AF397720	AF397720.1 GI:18463	757	Cyanobacteria	Synechococcus	sp	WH 9908	a	n
AJ007374	AJ007374.1 GI:38930	462	Cyanobacteria	uncultured	bacterium	WH7B	a	n
AJ269789	AJ269789.1 GI:66869	1404	Proteobacteria	Bartonella	grahamii	WM7	h	p
AJ269788	AJ269788.1 GI:66870	1350	Proteobacteria	Bartonella	taylorii	WM9	h	u
Z84593	Z84593.1 GI:3929663	143	Firmicutes	Bacillus	thuringiensis	WS 2614	h	p
Z84594	Z84594.1 GI:3929664	143	Firmicutes	Bacillus	thuringiensis	WS 2617	h	p
Z84589	Z84589.1 GI:3929631	143	Firmicutes	Bacillus	cereus	WSBC10030	h	n
Z84590	Z84590.1 GI:3929660	144	Firmicutes	Bacillus	cereus	WSBC10206	h	n
AF122911	AF122911.1 GI:49594	221	Firmicutes	Phytoplasma	yellows	WVEY	h	p
AF271641	AF271641.1 GI:15080	833	Proteobacteria	Bradyrhizobium	japonicum	X1-3	h	n
AF442740	AF442740.1 GI:19526	625	Proteobacteria	Xanthomonas	axonopodis	X341	h	u
AF442739	AF442739.1 GI:19526	625	Proteobacteria	Xanthomonas	axonopodis	X84	h	u
D85626	g1369893	251	Spirochaetes	Borrelia	garinii	XB141	h	u
D85625	g1369894	250	Spirochaetes	Borrelia	garinii	XB190	h	u
D85627	g1369895	253	Spirochaetes	Borrelia	garinii	XB37	h	u
AF123089	AF123089.2 GI:45443	582	Proteobacteria	Xanthomonas	axonopodis	XV153	h	u
AJ245851	AJ245851.1 GI:65721	476	Actinobacteria	Bifidobacterium	infantis	Y1	h	u
AJ245849	AJ245849.1 GI:65721	451	Actinobacteria	Bifidobacterium	longum	Y10	h	u
AJ245850	AJ245850.1 GI:65721	427	Actinobacteria	Bifidobacterium	breve	Y8	h	u
D84407	g1304037	248	Spirochaetes	Borrelia	sp	Ya501	h	u
AF291171	AF291171.1 GI:99315	731	Euryarchaeota	uncultured	haloarchaeon	YELI-230	h	n
U68439	g1943883	225	Chlamydiae	Chlamydia	pecorum	Z	h	p
NEIMEN004	NEIMEN004	687	Proteobacteria	Neisseria	meningitidis	Z2491	h	p
NEIMEN005	NEIMEN005	688	Proteobacteria	Neisseria	meningitidis	Z2491	h	p
NEIMEN006	NEIMEN006	688	Proteobacteria	Neisseria	meningitidis	Z2491	h	p
NEIMEN007	NEIMEN007	688	Proteobacteria	Neisseria	meningitidis	Z2491	h	p
AF489601	AF489601.1 GI:19550	741	Firmicutes	Streptococcus	equi	z28	h	p
U68460	g1943912	292	Chlamydiae	Simkania	sp	ZV1	h	u
AF163125	AF163125.1 GI:67149	448	Actinobacteria	Actinomadura	fibrosa		h	u
AF163126	AF163126.1 GI:67149	473	Actinobacteria	Actinomadura	hibisca		h	u
AF163127	AF163127.1 GI:67149	464	Actinobacteria	Actinomadura	livida		h	u
AF163128	AF163128.1 GI:67149	385	Actinobacteria	Actinomadura	longicatena		h	u
AF163129	AF163129.1 GI:67149	426	Actinobacteria	Actinomadura	oligospora		h	u
AF163130	AF163130.1 GI:67149	467	Actinobacteria	Actinomadura	pelletieri		h	u
AF163131	AF163131.1 GI:67149	395	Actinobacteria	Actinomadura	spadix		h	u
AF163132	AF163132.1 GI:67149	614	Actinobacteria	Actinomadura	umbrina		h	u
AF163133	AF163133.1 GI:67149	417	Actinobacteria	Actinomadura	yumaensis		h	u
X89513	g1429247	452	Actinobacteria	Bifidobacterium	lactis		h	u
X89111	g895745	449	Actinobacteria	Bifidobacterium	sp		h	u
U90442	g1906004	412	Actinobacteria	Brevibacterium	linens		h	u
U62524	g1518701	422	Actinobacteria	Brevibacterium	linens		h	u
U90443	g1906005 g1906005	414	Actinobacteria	Brevibacterium	linens		h	u
AF034642	g3982593	479	Actinobacteria	Clavibacter	xyli		h	u
AF034641	g3982592	502	Actinobacteria	Clavibacter	xyli		h	u
M88466	M88466.1 GI:148681	421	Actinobacteria	Frankia	sp		h	u
L08167	g348127	370	Actinobacteria	Gardnerella	vaginalis		h	u
U93319	g2511464 g2511464	283	Actinobacteria	Kitasatosporia	cystarginea		h	u
U93323	g2511466	253	Actinobacteria	Kitasatosporia	kifunense		h	u
U93325	g2511468	279	Actinobacteria	Kitasatosporia	mediocidica		h	u
U93327	g2511470	282	Actinobacteria	Kitasatosporia	melanogena		h	u
U93329	g2511472 g2511472	281	Actinobacteria	Kitasatosporia	paracochleatus		h	u
U93333	g2511474 g2511474	277	Actinobacteria	Kitasatosporia	setalba		h	u
U93335	g2511476	282	Actinobacteria	Kitasatosporia	streptosporus		h	u
U83909	g2226286	170	Actinobacteria	Microbispora	bispora		h	u
U83910	g2226287	421	Actinobacteria	Microbispora	bispora		h	u
U83911	g2226288	164	Actinobacteria	Microbispora	bispora		h	u
U83912	g2226289	323	Actinobacteria	Microbispora	bispora		h	u
AF004007	g2290980	405	Actinobacteria	Microbispora	chromogenes		h	u
AF004001	g2290974	385	Actinobacteria	Micromonospora	carbonacea		h	u
AF004000	g2290973	394	Actinobacteria	Micromonospora	carbonacea		h	u
AF004005	g2290978	360	Actinobacteria	Micromonospora	echinospora		h	u
AF004006	g2290979	386	Actinobacteria	Micromonospora	echinospora		h	u
AF004002	g2290975	382	Actinobacteria	Micromonospora	halophytica		h	u
AF004003	g2290976	369	Actinobacteria	Micromonospora	inositola		h	u
AF004004	g2290977	351	Actinobacteria	Micromonospora	olivasterospora		h	u
AF004008	g2290981	340	Actinobacteria	Microtetraspora	africana		h	u
AF004009	g2290982	303	Actinobacteria	Microtetraspora	salmonea		h	u
AF191094	AF191094.1 GI:88952	459	Actinobacteria	Mycobacterium	acapulcensis		h	p
AF191087	AF191087.1 GI:88952	300	Actinobacteria	Mycobacterium	asiaticum		h	p
X74495	g527543	274	Actinobacteria	Mycobacterium	avium		h	p
X74054	g395173	276	Actinobacteria	Mycobacterium	avium		h	p
X74494	g527541	274	Actinobacteria	Mycobacterium	avium		h	p
AJ012756	g3925715	276	Actinobacteria	Mycobacterium	botniense		h	p
X92668	g2275047	282	Actinobacteria	Mycobacterium	conspicuum		h	p
AF186463	AF186463.1 GI:10504	418	Actinobacteria	Mycobacterium	diernhoferi		h	p
Y10384	g2462567	330	Actinobacteria	Mycobacterium	farcinogenes		h	p
AF191086	AF191086.1 GI:88952	379	Actinobacteria	Mycobacterium	flavescens		h	p
AF144326	AF144326.1 GI:10503	362	Actinobacteria	Mycobacterium	fortuitum		h	p
AF312318	AF312318.1 GI:18032	391	Actinobacteria	Mycobacterium	gallinarum		h	p
X97633	g2407941	285	Actinobacteria	Mycobacterium	gastri		h	p
Y14182	g2808588	285	Actinobacteria	Mycobacterium	gastri		h	p
Y14183	g2808589	282	Actinobacteria	Mycobacterium	genavense		h	p
X74056	g395175	283	Actinobacteria	Mycobacterium	habana		h	p
X74057	g395180	279	Actinobacteria	Mycobacterium	intracellulare		h	p
U44776	g1177858	281	Actinobacteria	Mycobacterium	intracellulare		h	p
X97632	g1313976	275	Actinobacteria	Mycobacterium	kansasii		h	p
AF317658	AF317658.1 GI:14150	283	Actinobacteria	Mycobacterium	lentiflavum		h	p
AF318174	AF318174.1 GI:14091	284	Actinobacteria	Mycobacterium	lentiflavum		h	p
X56657	g44379	295	Actinobacteria	Mycobacterium	leprae		h	p
X74055	g395182	280	Actinobacteria	Mycobacterium	lufu		h	p
Z35225	g603032	272	Actinobacteria	Mycobacterium	malmoense		h	p
Y14184	g2808590	273	Actinobacteria	Mycobacterium	malmoense		h	p
Y14185	g2808591	273	Actinobacteria	Mycobacterium	marinum		h	p
X74493	g527542	359	Actinobacteria	Mycobacterium	phlei		h	p
L15622	g431356	281	Actinobacteria	Mycobacterium	scrofulaceum		h	p
Y10385	g2462601	305	Actinobacteria	Mycobacterium	senegalense		h	p
AJ005005	g3492804	274	Actinobacteria	Mycobacterium	shimoidei		h	p
X99219	g2275045	274	Actinobacteria	Mycobacterium	shimoidei		h	p
Y08453	g1707597	363	Actinobacteria	Mycobacterium	smegmatis		h	p
X99220	g2275046	275	Actinobacteria	Mycobacterium	szulgai		h	p
AJ314868	AJ314868.1 GI:14456	363	Actinobacteria	Mycobacterium	terrae		h	p
Z46427	g563904	262	Actinobacteria	Mycobacterium	terrae		h	p
AF334028	AF334028.1 GI:13022	284	Actinobacteria	Mycobacterium	triplex		h	p
Y14189	g2808594	284	Actinobacteria	Mycobacterium	triplex		h	p
X99221	g1435169	350	Actinobacteria	Mycobacterium	triviale		h	p
L15623	g431357	274	Actinobacteria	Mycobacterium	tuberculosis		h	p
X58890	g44669	276	Actinobacteria	Mycobacterium	tuberculosis		h	p
X99217	g1435170	273	Actinobacteria	Mycobacterium	ulcerans		h	p
AF163814	AF163814.1 GI:10503	429	Actinobacteria	Mycobacterium	vaccae		h	p
L15624	g431358	235	Actinobacteria	Mycobacterium	xenopi		h	p
AF218431	AF218431.1 GI:12004	309	Actinobacteria	Propionibacterium	acidipropionici		h	u
AF218432	AF218432.1 GI:12004	338	Actinobacteria	Propionibacterium	freudenreichii		h	u
AF218434	AF218434.1 GI:12004	338	Actinobacteria	Propionibacterium	freudenreichii		h	u
AF218433	AF218433.1 GI:12004	322	Actinobacteria	Propionibacterium	jensenii		h	u
AF218435	AF218435.1 GI:12004	268	Actinobacteria	Propionibacterium	thoenii		h	u
AF163134	AF163134.1 GI:67149	528	Actinobacteria	Spirillospora	rubra		h	u
U93342	g2290512	294	Actinobacteria	Streptomyces	albidoflavus		h	u
U93343	g2290513	270	Actinobacteria	Streptomyces	albosporeus		h	u
U93344	g2290514	302	Actinobacteria	Streptomyces	canus		h	u
U93345	g2290515	299	Actinobacteria	Streptomyces	celluloflavus		h	u
U93346	g2290516	312	Actinobacteria	Streptomyces	fradiae		h	u
M76388	g153245	304	Actinobacteria	Streptomyces	griseus		h	u
U93347	g2290517	280	Actinobacteria	Streptomyces	lavendulae		h	u
U93348	g2290518	283	Actinobacteria	Streptomyces	mauvecolor		h	u
AF114033	AF114033.1 GI:55240	327	Actinobacteria	Streptomyces	nodosus		h	u
AF114034	AF114034.1 GI:55240	322	Actinobacteria	Streptomyces	nodosus		h	u
AF114035	AF114035.1 GI:55240	329	Actinobacteria	Streptomyces	nodosus		h	u
AF114036	AF114036.1 GI:55240	328	Actinobacteria	Streptomyces	nodosus		h	u
U93349	g2290519	299	Actinobacteria	Streptomyces	platensis		h	u
X62884	g509401	298	Actinobacteria	Streptomyces	rimosus		h	u
U93350	g2290520	300	Actinobacteria	Streptomyces	sulphureus		h	u
X86939	g929904	234	Actinobacteria	Streptomyces	violaceus		h	u
AF004010	g2290983	389	Actinobacteria	Streptosporangium	amethystogenes		h	u
AF004011	g2290984	415	Actinobacteria	Streptosporangium	corrugatum		h	u
AF004012	g2290985	362	Actinobacteria	Streptosporangium	fragile		h	u
AF004013	g2290986	458	Actinobacteria	Streptosporangium	pseudovulgare		h	u
AF190687	AF190687.1 GI:81015	294	Actinobacteria	Tropheryma	whippelii		h	p
AF074933	g3319316	294	Actinobacteria	Tropheryma	whippelii		h	p
X99636	g1633035	294	Actinobacteria	Tropheryma	whippelii		h	p
AF248312	AF248312.1 GI:13506	294	Actinobacteria	Tropheryma	whipplei		h	p
AE000709	AE000709.1 GI:29833	314	Aquificae	Aquifex	aeolicus		a	n
AE000751	AE000751.1 GI:29840	314	Aquificae	Aquifex	aeolicus		a	n
AF352543	AF352543.1 GI:14718	298	Aquificae	uncultured	bacterium		a	n
AF352546	AF352546.1 GI:14718	298	Aquificae	uncultured	bacterium		a	n
AF352547	AF352547.1 GI:14718	306	Aquificae	uncultured	bacterium		a	n
AF352548	AF352548.1 GI:14718	308	Aquificae	uncultured	bacterium		a	n
AF352550	AF352550.1 GI:14718	307	Aquificae	uncultured	bacterium		a	n
AF352551	AF352551.1 GI:14718	309	Aquificae	uncultured	bacterium		a	n
AF352544	AF352544.1 GI:14718	299	Aquificae	uncultured	bacterium		a	n
AF352545	AF352545.1 GI:14718	298	Aquificae	uncultured	bacterium		a	n
AF352549	AF352549.1 GI:14718	308	Aquificae	uncultured	bacterium		a	n
AF352552	AF352552.1 GI:14718	309	Aquificae	uncultured	bacterium		a	n
AF352553	AF352553.1 GI:14718	309	Aquificae	uncultured	bacterium		a	n
AF352554	AF352554.1 GI:14718	314	Aquificae	uncultured	bacterium		a	n
AF176692	AF176692.1 GI:58234	485	Bacteroidetes/Chlorobi	Bacteroides	uniformis		h	u
AF176693	AF176693.1 GI:58234	426	Bacteroidetes/Chlorobi	Bacteroides	vulgatus		h	u
L17035	g304587	191	Bacteroidetes/Chlorobi	Cytophaga	psychrophila		h	n
X80994	g530044	573	Bacteroidetes/Chlorobi	Rhodothermus	marinus		h	n
AB071781	AB071781.1 GI:15706	203	Bacteroidetes/Chlorobi	Saprospira	grandis		h	u
AB071786	AB071786.1 GI:15706	562	Bacteroidetes/Chlorobi	Saprospira	grandis		h	u
AF347606	AF347606.1 GI:13560	222	Chlamydiae	Chlamydophila	pneumoniae		h	u
AF193069	AF193069.1 GI:61800	348	Chlamydiae	Parachlamydia	acanthamoebae		h	p
AF042496	g4730930	190	Chlamydiae	Waddlia	chondrophila		h	u
X03848	X03848.1 GI:11356	4842	Chlorophyta	Chlorella	pyrenoidosa		a	u
AJ245645	AJ245645.1 GI:57486	297	Chlorophyta	Prototheca	wickerhamii		a	u
U32317	g942626	200	Crenarchaeota	Acidianus	brierleyi		h	u
U32318	g942627	185	Crenarchaeota	Acidianus	infernus		h	u
AERPER001	AERPER001	723	Crenarchaeota	Aeropyrum	pernix		h	u
AF083071	g3599373	132	Crenarchaeota	Cenarchaeum	symbiosum		h	n
AF083072	g3599393	132	Crenarchaeota	Cenarchaeum	symbiosum		h	n
X06189	g40809	210	Crenarchaeota	Desulfurococcus	mobilis		h	u
L36461	g548233	210	Crenarchaeota	Pyrodictium	brockii		h	u
M19343	g151733	146	Crenarchaeota	Pyrodictium	occultum		h	u
U32319	U32319.1 GI:942628	204	Crenarchaeota	Stygiolobus	azoricus		h	u
U32320	U32320.1 GI:942629	203	Crenarchaeota	Sulfolobus	acidocaldarius		h	n
D14876	D14876.1 GI:287450	203	Crenarchaeota	Sulfolobus	acidocaldarius		h	n
U05018	g460149	135	Crenarchaeota	Sulfolobus	acidocaldarius		h	n
U32321	U32321.1 GI:942630	185	Crenarchaeota	Sulfolobus	shibatae		h	n
